URANIUM235
U235
235.043924
27.67
19.05
2
43
2
Ba144
Kr89
3
173.280
12167116.48	6.39423E-05
17653146.31	0.240363096
18044555.6	0.251110205
18491374.39	0.262896796
18925298.02	0.278633734
19369404.22	0.286953868
19823931.94	0.288338003
20289125.73	0.288542812
20765235.88	0.288747767
21252518.57	0.288952867
21751235.96	0.277537119
22261656.39	0.263852714
22904480.74	0.240701997
23460507.46	0.217993233
24024603.81	0.196378452
24618017.18	0.177839269
25226088	0.159500634
25849178.32	0.143978137
26421913.78	0.129486053
27067609.71	0.115955
27720315.82	0.104472417
28370808.31	0.094939381
28975401.92	0.089801078
29780676.31	0.082533796
30479517.78	0.078063052
31161886.33	0.075176743
32299212.24	0.06907616
33868572.25	0.063077832
34626814.19	0.06282355
36616817.81	0.058129246
37397137.29	0.057638981
39588068.16	0.053131216
40431706.21	0.052659099
42620296.59	0.048756238
43482683.57	0.048177125
45884777.04	0.044558359
46763887.74	0.044349741
49399298.76	0.040889295
50452018.17	0.040544432
53407776.08	0.037373579
54545917.79	0.037041482
57498518.17	0.03429613
58723835.29	0.033921736
67
2
Xe140
St94
2
184.677
5291596.005	0.000581788
5300862.938	0.000448528
5336355.584	0.001275044
5328934.715	0.000909005
5374257.581	0.002212038
5415508.37	0.003405376
5467194.449	0.005105713
5519286.543	0.007384709
5603166.818	0.010874707
5688210.761	0.015318399
5752919.999	0.020445024
5818584.573	0.029727667
5907013.48	0.043776898
5996602.22	0.060119988
6087490.25	0.080751131
6202907.921	0.111250061
6367792.642	0.151816397
6590899.147	0.207174885
6867777.904	0.252206878
7219690.77	0.29294508
7491444.497	0.32051825
7837852.11	0.358788934
8146100.59	0.40106336
8575377.517	0.471462399
8913399.275	0.530965558
9292550.044	0.600985203
9704332.56	0.658798505
10131950.32	0.719994697
10639899.51	0.780246842
11085324.24	0.780246842
11492147.44	0.783554131
12037187.82	0.752056115
12521678.52	0.657406679
13040028.54	0.553203742
13625076.23	0.435239235
14213971.73	0.341995091
14775710.81	0.273891239
15415572.53	0.213852581
16023329.24	0.167843812
16647955.27	0.131798627
17389126.59	0.101150512
18115342.76	0.081148005
18771866.94	0.066906509
19568833.17	0.05354654
20460275.66	0.046813846
21405267.7	0.043592121
22409808.47	0.040567594
23436513.54	0.037752915
24741802.92	0.034585866
25886869.82	0.032283606
27101629.56	0.029790604
28413825.74	0.02772366
29909314.81	0.025528738
31303968.82	0.023850988
32615633.3	0.022238101
34108706.73	0.020764584
35572438.95	0.019474319
37314369.65	0.017826632
39881203.83	0.01592
41373020.28	0.014995565
43095945.68	0.013893435
44912720.27	0.012988857
47126742.1	0.011931036
49421538.95	0.011038565
53086436.95	0.010206169
55857731.85	0.009225118
58566572.44	0.008304428
